"specie" "km" "X" "Y"
"Cinsidiosus" 59.9 337258.199 7710838.955
"Cinsidiosus" 60.8 336544.012 7710143.727
"Cinsidiosus" 61 336544.012 7710143.727
"Cinsidiosus" 61.9 335904.546 7709355.949
"Cinsidiosus" 62.7 335849.51 7708867.227
"Cinsidiosus" 63 335865.057 7708360.781
"Cinsidiosus" 63.3 336136.643 7707956.006
"Cinsidiosus" 64.3 336888.004 7707396.119
"Cinsidiosus" 65 337378.731 7707264.265
"Cinsidiosus" 66 337979.922 7706567.476
"Cinsidiosus" 66 337979.922 7706567.476
"Cinsidiosus" 66 337979.922 7706567.476
"Cinsidiosus" 66.5 338313.092 7706199.492
"Cinsidiosus" 67 338371.719 7705737.41
"Cpaca" 28 355997.838 7729406.419
"Cpaca" 28.2 355985.966 7729421.164
"Cpaca" 45.1 345472.064 7720137.767
"Cpaca" 46 344598.104 7719896.982
"Cpaca" 46 344598.104 7719896.982
"Dasypodidae" 10.5 362713.983 7744604.166
"Dasypodidae" 10.7 362713.983 7744604.166
"Dasypodidae" 12 361752.106 7743490.169
"Dasypodidae" 12.9 361520.493 7742499.005
"Dasypodidae" 13.2 361520.493 7742499.005
"Dasypodidae" 13.7 361430.897 7742017.291
"Dasypodidae" 18.5 360095.425 7737331.298
"Dasypodidae" 19 359798.014 7736950.003
"Dasypodidae" 23.8 357844.96 7732565.08
"Dasypodidae" 24.1 357844.96 7732565.08
"Dasypodidae" 24.3 357726.22 7732110.404
"Dasypodidae" 28 355997.838 7729406.419
"Dasypodidae" 28 355997.838 7729406.419
"Dasypodidae" 31 354186.816 7727013.271
"Dasypodidae" 31.7 353906.054 7726619.52
"Dasypodidae" 33.9 352675.958 7724440.777
"Dasypodidae" 34.1 352675.958 7724440.777
"Dasypodidae" 35.5 351891.931 7723215.976
"Dasypodidae" 36 351567.838 7722866.931
"Dasypodidae" 37.5 351360.497 7721384.051
"Dasypodidae" 37.5 351377.505 7721357.477
"Dasypodidae" 38.8 350993.659 7719923.516
"Dasypodidae" 39 351011.695 7719907.047
"Dasypodidae" 40 350227.571 7719302.125
"Dasypodidae" 40 350227.571 7719302.125
"Dasypodidae" 43 347435.887 7720183.461
"Dasypodidae" 43.8 346458.161 7720285.095
"Dasypodidae" 45.6 344935.159 7720152.463
"Dasypodidae" 46.6 344335.445 7719456.296
"Dasypodidae" 47 344196.843 7718963.296
"Dasypodidae" 49 342603.773 7717960.365
"Dasypodidae" 49 342603.773 7717960.365
"Dasypodidae" 50 341649.89 7717732.333
"Dasypodidae" 50 341649.89 7717732.333
"Dasypodidae" 51 340796.101 7717325.834
"Dasypodidae" 51 340796.101 7717325.834
"Dasypodidae" 51.3 340502.743 7716894.884
"Dasypodidae" 55 337643.861 7715254.701
"Dasypodidae" 55 337643.861 7715254.701
"Dasypodidae" 55.7 337568.996 7714784.807
"Dasypodidae" 56 337431.418 7714326.782
"Dasypodidae" 57.4 336872.742 7713080.161
"Dasypodidae" 57.5 336872.742 7713080.161
"Dasypodidae" 58 337156.151 7712670.732
"Dasypodidae" 59 337077.546 7711722.711
"Dasypodidae" 59.5 337259.706 7711262.417
"Dasypodidae" 59.5 337259.706 7711262.417
"Dasypodidae" 65.2 337378.731 7707264.265
"Daurita" 9.8 362953.337 7744989.681
"Daurita" 12 361757.886 7743467.65
"Daurita" 12 361757.886 7743467.65
"Daurita" 12 361757.886 7743467.65
"Daurita" 12.2 361757.886 7743467.65
"Daurita" 12.5 361587.072 7742919.964
"Daurita" 12.5 361583.038 7743003.659
"Daurita" 12.8 361503.025 7742513.116
"Daurita" 12.8 361503.025 7742513.116
"Daurita" 13 361503.025 7742513.116
"Daurita" 13 361520.493 7742499.005
"Daurita" 13 361503.025 7742513.116
"Daurita" 13 361503.025 7742513.116
"Daurita" 14 361361.168 7741502.483
"Daurita" 14 361361.168 7741502.483
"Daurita" 14.4 361268.788 7740951.268
"Daurita" 15 361197.311 7740515.422
"Daurita" 15.3 361108.752 7740046.776
"Daurita" 16 361028.209 7739556.817
"Daurita" 16 361028.209 7739556.817
"Daurita" 16.5 360952.119 7739001.573
"Daurita" 17 360869.203 7738598.29
"Daurita" 17.3 360761.982 7738087.327
"Daurita" 17.5 360745.179 7738020.089
"Daurita" 17.6 360745.179 7738020.089
"Daurita" 17.8 360456.813 7737692.919
"Daurita" 17.8 360456.813 7737692.919
"Daurita" 18 360449.364 7737714.236
"Daurita" 18 360456.813 7737692.919
"Daurita" 18 360456.813 7737692.919
"Daurita" 18 360449.364 7737714.236
"Daurita" 18 360449.364 7737714.236
"Daurita" 18 360449.364 7737714.236
"Daurita" 18 360449.364 7737714.236
"Daurita" 18 360449.364 7737714.236
"Daurita" 18.5 360072.368 7737276.478
"Daurita" 18.5 360095.425 7737331.298
"Daurita" 18.5 360095.425 7737331.298
"Daurita" 18.5 360095.425 7737331.298
"Daurita" 18.6 360095.425 7737331.298
"Daurita" 18.7 360072.368 7737276.478
"Daurita" 18.7 360095.425 7737331.298
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359807.148 7736928.107
"Daurita" 19 359807.148 7736928.107
"Daurita" 19 359807.148 7736928.107
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359807.148 7736928.107
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359798.014 7736950.003
"Daurita" 19 359807.148 7736928.107
"Daurita" 19 359798.014 7736950.003
"Daurita" 19.2 359798.014 7736950.003
"Daurita" 19.2 359798.014 7736950.003
"Daurita" 19.3 359510.388 7736537.31
"Daurita" 19.4 359510.388 7736537.31
"Daurita" 19.5 359510.388 7736537.31
"Daurita" 19.7 359510.388 7736537.31
"Daurita" 19.9 359234.941 7736142.526
"Daurita" 20 359234.941 7736142.526
"Daurita" 20 359234.941 7736142.526
"Daurita" 20 359234.941 7736142.526
"Daurita" 20 359234.941 7736142.526
"Daurita" 20 359234.941 7736142.526
"Daurita" 20.4 358988.059 7735678.495
"Daurita" 20.4 358986.37 7735611.973
"Daurita" 20.5 358988.059 7735678.495
"Daurita" 20.6 358988.059 7735678.495
"Daurita" 20.7 358988.059 7735678.495
"Daurita" 21 358894.755 7735186.038
"Daurita" 21 358894.755 7735186.038
"Daurita" 21 358894.755 7735186.038
"Daurita" 22 358932.742 7734178.036
"Daurita" 22 358918.523 7734205.828
"Daurita" 22 358932.742 7734178.036
"Daurita" 22 358932.742 7734178.036
"Daurita" 22 358932.742 7734178.036
"Daurita" 22 358932.742 7734178.036
"Daurita" 22.5 358751.671 7733744.827
"Daurita" 23 358535.315 7733249.565
"Daurita" 23 358548.886 7733232.456
"Daurita" 23 358535.315 7733249.565
"Daurita" 23 358535.315 7733249.565
"Daurita" 23 358548.886 7733232.456
"Daurita" 23 358535.315 7733249.565
"Daurita" 23 358548.886 7733232.456
"Daurita" 23 358548.886 7733232.456
"Daurita" 23 358548.886 7733232.456
"Daurita" 23 358548.886 7733232.456
"Daurita" 23.2 358535.315 7733249.565
"Daurita" 23.4 358187.216 7732854.154
"Daurita" 23.5 358238.789 7732909.809
"Daurita" 23.7 358187.216 7732854.154
"Daurita" 23.8 357845.619 7732553.209
"Daurita" 23.8 357844.96 7732565.08
"Daurita" 23.8 357844.96 7732565.08
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357844.96 7732565.08
"Daurita" 24 357844.96 7732565.08
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357844.96 7732565.08
"Daurita" 24 357845.619 7732553.209
"Daurita" 24 357844.96 7732565.08
"Daurita" 24 357844.96 7732565.08
"Daurita" 24.1 357845.619 7732553.209
"Daurita" 24.5 357747.584 7732031.009
"Daurita" 24.5 357747.584 7732031.009
"Daurita" 24.6 357726.22 7732110.404
"Daurita" 24.7 357747.584 7732031.009
"Daurita" 24.8 357781.529 7731583.545
"Daurita" 24.8 357767.558 7731581.647
"Daurita" 24.9 357767.558 7731581.647
"Daurita" 25 357781.529 7731583.545
"Daurita" 25 357767.558 7731581.647
"Daurita" 25 357767.558 7731581.647
"Daurita" 25.5 357796.037 7731118.697
"Daurita" 25.8 357588.508 7730646.056
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357588.508 7730646.056
"Daurita" 26 357586.092 7730667.414
"Daurita" 26 357586.092 7730667.414
"Daurita" 26.3 357169.411 7730320.691
"Daurita" 26.4 357198.131 7730364.876
"Daurita" 26.4 357169.411 7730320.691
"Daurita" 26.4 357198.131 7730364.876
"Daurita" 26.4 357198.131 7730364.876
"Daurita" 26.5 357198.131 7730364.876
"Daurita" 26.5 357198.131 7730364.876
"Daurita" 26.5 357169.411 7730320.691
"Daurita" 26.5 357169.411 7730320.691
"Daurita" 26.5 357198.131 7730364.876
"Daurita" 26.5 357169.411 7730320.691
"Daurita" 26.5 357198.131 7730364.876
"Daurita" 26.5 357169.411 7730320.691
"Daurita" 26.5 357198.131 7730364.876
"Daurita" 26.6 357169.411 7730320.691
"Daurita" 26.6 357198.131 7730364.876
"Daurita" 26.6 357198.131 7730364.876
"Daurita" 26.7 357198.131 7730364.876
"Daurita" 26.7 357198.131 7730364.876
"Daurita" 26.7 357169.411 7730320.691
"Daurita" 26.7 357169.411 7730320.691
"Daurita" 26.7 357198.131 7730364.876
"Daurita" 26.7 357169.411 7730320.691
"Daurita" 26.8 356766.446 7730007.922
"Daurita" 26.8 356766.446 7730007.922
"Daurita" 26.8 356764.578 7730030.472
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356764.578 7730030.472
"Daurita" 27 356766.446 7730007.922
"Daurita" 27 356766.446 7730007.922
"Daurita" 27.1 356764.578 7730030.472
"Daurita" 27.1 356766.446 7730007.922
"Daurita" 27.2 356766.446 7730007.922
"Daurita" 27.2 356764.578 7730030.472
"Daurita" 27.3 356414.993 7729757.928
"Daurita" 27.5 356414.993 7729757.928
"Daurita" 27.5 356372.401 7729700.561
"Daurita" 27.5 356372.401 7729700.561
"Daurita" 27.5 356414.993 7729757.928
"Daurita" 27.5 356372.401 7729700.561
"Daurita" 27.8 355997.838 7729406.419
"Daurita" 27.8 355985.966 7729421.164
"Daurita" 27.8 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355997.838 7729406.419
"Daurita" 28 355985.966 7729421.164
"Daurita" 28 355997.838 7729406.419
"Daurita" 28.1 355985.966 7729421.164
"Daurita" 28.1 355985.966 7729421.164
"Daurita" 28.2 355985.966 7729421.164
"Daurita" 28.3 355664.257 7729096.582
"Daurita" 28.4 355651.26 7729045.995
"Daurita" 28.5 355664.257 7729096.582
"Daurita" 28.5 355664.257 7729096.582
"Daurita" 28.5 355664.257 7729096.582
"Daurita" 29 355366.241 7728684.305
"Daurita" 29 355382.542 7728674.942
"Daurita" 29 355382.542 7728674.942
"Daurita" 29 355366.241 7728684.305
"Daurita" 29 355382.542 7728674.942
"Daurita" 29 355366.241 7728684.305
"Daurita" 29.1 355382.542 7728674.942
"Daurita" 29.3 355079.284 7728288.744
"Daurita" 29.5 355072.352 7728248.897
"Daurita" 29.8 354745.706 7727786.481
"Daurita" 29.8 354745.706 7727786.481
"Daurita" 30 354709.727 7727807.552
"Daurita" 30 354709.727 7727807.552
"Daurita" 30.1 354709.727 7727807.552
"Daurita" 30.5 354485.307 7727428.546
"Daurita" 30.5 354485.307 7727428.546
"Daurita" 31.5 353835.022 7726554.181
"Daurita" 31.7 353835.022 7726554.181
"Daurita" 32 353617.003 7726215.597
"Daurita" 32 353617.003 7726215.597
"Daurita" 32 353599.538 7726230.292
"Daurita" 32.2 353599.538 7726230.292
"Daurita" 32.8 353122.769 7725350.854
"Daurita" 33 353122.769 7725350.854
"Daurita" 33 353108.1 7725365.573
"Daurita" 33 353122.769 7725350.854
"Daurita" 33 353108.1 7725365.573
"Daurita" 33 353122.769 7725350.854
"Daurita" 33.5 352899.99 7724919.577
"Daurita" 33.9 352691.139 7724431.407
"Daurita" 33.9 352675.958 7724440.777
"Daurita" 34 352691.139 7724431.407
"Daurita" 34 352691.139 7724431.407
"Daurita" 35 352242.785 7723575.935
"Daurita" 35 352249.153 7723551.049
"Daurita" 35 352249.153 7723551.049
"Daurita" 36 351567.838 7722866.931
"Daurita" 36 351567.838 7722866.931
"Daurita" 36 351567.838 7722866.931
"Daurita" 36 351567.838 7722866.931
"Daurita" 37 351409.971 7721864.317
"Daurita" 37 351429.065 7721854.982
"Daurita" 37.5 351360.497 7721384.051
"Daurita" 37.5 351377.505 7721357.477
"Daurita" 37.5 351377.505 7721357.477
"Daurita" 37.5 351377.505 7721357.477
"Daurita" 37.8 351314.198 7720861.055
"Daurita" 37.9 351314.198 7720861.055
"Daurita" 38 351314.198 7720861.055
"Daurita" 38 351293.407 7720872.75
"Daurita" 38 351314.198 7720861.055
"Daurita" 38 351293.407 7720872.75
"Daurita" 38 351293.407 7720872.75
"Daurita" 38 351293.407 7720872.75
"Daurita" 39 351011.695 7719907.047
"Daurita" 39 351011.695 7719907.047
"Daurita" 39 351011.695 7719907.047
"Daurita" 39 350993.659 7719923.516
"Daurita" 39 351011.695 7719907.047
"Daurita" 39.5 350633.8 7719138.243
"Daurita" 39.5 350793.926 7719493.591
"Daurita" 39.8 350227.571 7719302.125
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350227.571 7719302.125
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350209.212 7719291.867
"Daurita" 40 350227.571 7719302.125
"Daurita" 40.2 350209.212 7719291.867
"Daurita" 40.2 350227.571 7719302.125
"Daurita" 40.2 350209.212 7719291.867
"Daurita" 40.3 349805.029 7719602.441
"Daurita" 40.5 349805.029 7719602.441
"Daurita" 40.5 349776.496 7719604.563
"Daurita" 40.5 349805.029 7719602.441
"Daurita" 40.5 349805.029 7719602.441
"Daurita" 40.6 349805.029 7719602.441
"Daurita" 40.6 349776.496 7719604.563
"Daurita" 40.9 349341.302 7719753.917
"Daurita" 41 349341.302 7719753.917
"Daurita" 41 349354.018 7719770.064
"Daurita" 41 349341.302 7719753.917
"Daurita" 41 349341.302 7719753.917
"Daurita" 41 349341.302 7719753.917
"Daurita" 41 349354.018 7719770.064
"Daurita" 41 349341.302 7719753.917
"Daurita" 41 349341.302 7719753.917
"Daurita" 41.1 349341.302 7719753.917
"Daurita" 41.1 349341.302 7719753.917
"Daurita" 41.5 348834.94 7719857.492
"Daurita" 41.5 348854.391 7719870.73
"Daurita" 41.5 348834.94 7719857.492
"Daurita" 41.5 348834.94 7719857.492
"Daurita" 41.6 348834.94 7719857.492
"Daurita" 41.6 348854.391 7719870.73
"Daurita" 41.7 348854.391 7719870.73
"Daurita" 41.7 348834.94 7719857.492
"Daurita" 41.8 348373.409 7719948.982
"Daurita" 41.8 348373.409 7719948.982
"Daurita" 41.8 348391.193 7719961.018
"Daurita" 41.8 348373.409 7719948.982
"Daurita" 41.9 348391.193 7719961.018
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348391.193 7719961.018
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348391.193 7719961.018
"Daurita" 42 348391.193 7719961.018
"Daurita" 42 348391.193 7719961.018
"Daurita" 42 348373.409 7719948.982
"Daurita" 42 348373.409 7719948.982
"Daurita" 42.1 348373.409 7719948.982
"Daurita" 42.1 348373.409 7719948.982
"Daurita" 42.2 348391.193 7719961.018
"Daurita" 42.2 348373.409 7719948.982
"Daurita" 42.2 348373.409 7719948.982
"Daurita" 42.3 347928.979 7720190.266
"Daurita" 42.3 347889.401 7720176.846
"Daurita" 42.3 347889.401 7720176.846
"Daurita" 42.5 347928.979 7720190.266
"Daurita" 42.5 347889.401 7720176.846
"Daurita" 42.5 347889.401 7720176.846
"Daurita" 42.6 347928.979 7720190.266
"Daurita" 42.7 347889.401 7720176.846
"Daurita" 42.8 347435.887 7720183.461
"Daurita" 42.9 347435.887 7720183.461
"Daurita" 43 347435.887 7720183.461
"Daurita" 43 347435.887 7720183.461
"Daurita" 43 347435.887 7720183.461
"Daurita" 43 347453.639 7720199.062
"Daurita" 43 347453.639 7720199.062
"Daurita" 43 347435.887 7720183.461
"Daurita" 43 347435.887 7720183.461
"Daurita" 43 347453.639 7720199.062
"Daurita" 43 347435.887 7720183.461
"Daurita" 43.2 347453.639 7720199.062
"Daurita" 43.3 346897.332 7720257.591
"Daurita" 43.5 346897.332 7720257.591
"Daurita" 43.5 346943.183 7720257.411
"Daurita" 43.6 346897.332 7720257.591
"Daurita" 43.7 346897.332 7720257.591
"Daurita" 43.8 346458.161 7720285.095
"Daurita" 43.9 346464.736 7720300.001
"Daurita" 44 346464.736 7720300.001
"Daurita" 44 346464.736 7720300.001
"Daurita" 44 346458.161 7720285.095
"Daurita" 44 346458.161 7720285.095
"Daurita" 44 346464.736 7720300.001
"Daurita" 44 346464.736 7720300.001
"Daurita" 44.1 346458.161 7720285.095
"Daurita" 44.1 346458.161 7720285.095
"Daurita" 44.2 346464.736 7720300.001
"Daurita" 44.2 346458.161 7720285.095
"Daurita" 45 345472.064 7720137.767
"Daurita" 45 345470.506 7720124.687
"Daurita" 45 345470.506 7720124.687
"Daurita" 45 345472.064 7720137.767
"Daurita" 45 345472.064 7720137.767
"Daurita" 45 345472.064 7720137.767
"Daurita" 45 345472.064 7720137.767
"Daurita" 45 345470.506 7720124.687
"Daurita" 45.1 345472.064 7720137.767
"Daurita" 45.1 345472.064 7720137.767
"Daurita" 45.1 345472.064 7720137.767
"Daurita" 45.2 345472.064 7720137.767
"Daurita" 45.2 345470.506 7720124.687
"Daurita" 45.3 344935.159 7720152.463
"Daurita" 45.3 344935.159 7720152.463
"Daurita" 45.3 344935.159 7720152.463
"Daurita" 45.6 344935.159 7720152.463
"Daurita" 45.7 344935.159 7720152.463
"Daurita" 45.7 344968.026 7720165.828
"Daurita" 45.7 344968.026 7720165.828
"Daurita" 45.8 344598.104 7719896.982
"Daurita" 45.8 344606.116 7719876.864
"Daurita" 45.8 344606.116 7719876.864
"Daurita" 46 344606.116 7719876.864
"Daurita" 46 344598.104 7719896.982
"Daurita" 46 344598.104 7719896.982
"Daurita" 46 344606.116 7719876.864
"Daurita" 46 344606.116 7719876.864
"Daurita" 46.2 344606.116 7719876.864
"Daurita" 46.4 344322.464 7719408.667
"Daurita" 46.5 344335.445 7719456.296
"Daurita" 46.7 344322.464 7719408.667
"Daurita" 46.8 344196.843 7718963.296
"Daurita" 47 344185.466 7718984.571
"Daurita" 47 344185.466 7718984.571
"Daurita" 47 344196.843 7718963.296
"Daurita" 47.1 344196.843 7718963.296
"Daurita" 47.1 344196.843 7718963.296
"Daurita" 47.1 344185.466 7718984.571
"Daurita" 47.2 344196.843 7718963.296
"Daurita" 47.3 343876.1 7718579.672
"Daurita" 47.3 343876.1 7718579.672
"Daurita" 47.5 343876.1 7718579.672
"Daurita" 47.7 343876.1 7718579.672
"Daurita" 47.8 343415.342 7718405.572
"Daurita" 47.8 343436.755 7718387.36
"Daurita" 47.9 343415.342 7718405.572
"Daurita" 48 343415.342 7718405.572
"Daurita" 48 343415.342 7718405.572
"Daurita" 48.2 343436.755 7718387.36
"Daurita" 48.5 342971.592 7718267.249
"Daurita" 48.5 342966.418 7718282.642
"Daurita" 48.5 342966.418 7718282.642
"Daurita" 48.7 342966.418 7718282.642
"Daurita" 48.7 342971.592 7718267.249
"Daurita" 49 342609.159 7717982.388
"Daurita" 49.5 342104.797 7717930.778
"Daurita" 49.5 342104.797 7717930.778
"Daurita" 49.5 342104.797 7717930.778
"Daurita" 49.7 342082.591 7717913.943
"Daurita" 49.8 341649.89 7717732.333
"Daurita" 49.8 341622.408 7717980.912
"Daurita" 50 341622.408 7717980.912
"Daurita" 50 341649.89 7717732.333
"Daurita" 50 341649.89 7717732.333
"Daurita" 50 341622.408 7717980.912
"Daurita" 50 341622.408 7717980.912
"Daurita" 50 341622.408 7717980.912
"Daurita" 50 341622.408 7717980.912
"Daurita" 50 341649.89 7717732.333
"Daurita" 50.1 341649.89 7717732.333
"Daurita" 50.1 341649.89 7717732.333
"Daurita" 50.1 341649.89 7717732.333
"Daurita" 50.3 341265.216 7717676.471
"Daurita" 50.3 341265.216 7717676.471
"Daurita" 51 340796.101 7717325.834
"Daurita" 51.2 340796.101 7717325.834
"Daurita" 51.9 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52 340061.989 7716859.844
"Daurita" 52.2 340061.989 7716859.844
"Daurita" 52.8 339344.557 7716171.864
"Daurita" 53 339344.557 7716171.864
"Daurita" 53 339344.557 7716171.864
"Daurita" 53.2 339344.557 7716171.864
"Daurita" 54 338524.07 7715686.568
"Daurita" 54 338524.07 7715686.568
"Daurita" 54 338524.07 7715686.568
"Daurita" 54.3 338047.546 7715478.904
"Daurita" 54.5 338047.546 7715478.904
"Daurita" 54.8 337643.861 7715254.701
"Daurita" 55 337643.861 7715254.701
"Daurita" 55.1 337643.861 7715254.701
"Daurita" 55.3 337568.996 7714784.807
"Daurita" 56.1 337431.418 7714326.782
"Daurita" 56.9 336856.248 7713572.935
"Daurita" 57 336856.248 7713572.935
"Daurita" 57.3 336872.742 7713080.161
"Daurita" 57.3 336872.742 7713080.161
"Daurita" 57.9 337156.151 7712670.732
"Daurita" 58 337156.151 7712670.732
"Daurita" 58.1 337156.151 7712670.732
"Daurita" 58.3 337170.841 7712190.412
"Daurita" 59 337077.546 7711722.711
"Daurita" 59.1 337077.546 7711722.711
"Daurita" 59.1 337077.546 7711722.711
"Daurita" 59.2 337077.546 7711722.711
"Daurita" 59.5 337259.706 7711262.417
"Daurita" 59.5 337259.706 7711262.417
"Daurita" 59.7 337259.706 7711262.417
"Daurita" 59.7 337259.706 7711262.417
"Daurita" 59.8 337258.199 7710838.955
"Daurita" 60 337258.199 7710838.955
"Daurita" 60 337258.199 7710838.955
"Daurita" 60 337258.199 7710838.955
"Daurita" 60 337258.199 7710838.955
"Daurita" 60.2 337258.199 7710838.955
"Daurita" 60.3 336902.465 7710465.524
"Daurita" 60.4 336902.465 7710465.524
"Daurita" 60.6 336902.465 7710465.524
"Daurita" 61 336544.012 7710143.727
"Daurita" 61 336544.012 7710143.727
"Daurita" 61 336544.012 7710143.727
"Daurita" 61 336544.012 7710143.727
"Daurita" 61.3 336155.647 7709796.093
"Daurita" 61.7 336155.647 7709796.093
"Daurita" 61.7 336155.647 7709796.093
"Daurita" 62 335904.546 7709355.949
"Daurita" 62 335904.546 7709355.949
"Daurita" 62 335904.546 7709355.949
"Daurita" 63 335865.057 7708360.781
"Daurita" 64.7 336888.004 7707396.119
"Daurita" 65 337378.731 7707264.265
"Daurita" 65.6 337687.595 7706928.128
"Daurita" 65.8 337979.922 7706567.476
"Daurita" 65.9 337979.922 7706567.476
"Daurita" 66 337979.922 7706567.476
"Daurita" 66 337979.922 7706567.476
"Daurita" 66 337979.922 7706567.476
"Daurita" 66.1 337979.922 7706567.476
"Daurita" 66.1 337979.922 7706567.476
"Daurita" 66.2 337979.922 7706567.476
"Daurita" 66.5 338313.092 7706199.492
"Daurita" 66.6 338313.092 7706199.492
"Daurita" 66.7 338313.092 7706199.492
"Daurita" 66.7 338313.092 7706199.492
"Daurita" 67 338371.719 7705737.41
"Daurita" 67 338371.719 7705737.41
"Daurita" 67 338371.719 7705737.41
"Daurita" 67 338371.719 7705737.41
"Daurita" 67 338371.719 7705737.41
"Daurita" 67.1 338371.719 7705737.41
"Daurita" 19.9 359234.941 7736142.526
"Ebarbara" 48.8 342603.773 7717960.365
"Ebarbara" 49.8 341649.89 7717732.333
"Ebarbara" 50.8 340796.101 7717325.834
"Ebarbara" 52 340061.989 7716859.844
"Ebarbara" 60 337258.199 7710838.955
"Ebarbara" 60.6 336902.465 7710465.524
"Ebarbara" 63 335865.057 7708360.781
"Hhydrochaeris" 12.5 361587.072 7742919.964
"Hhydrochaeris" 17 360882.128 7738591.863
"Hhydrochaeris" 17.4 360745.179 7738020.089
"Hhydrochaeris" 18 360449.364 7737714.236
"Hhydrochaeris" 19 359798.014 7736950.003
"Hhydrochaeris" 19 359798.014 7736950.003
"Hhydrochaeris" 20.5 358986.37 7735611.973
"Hhydrochaeris" 22 358918.523 7734205.828
"Hhydrochaeris" 23.5 358238.789 7732909.809
"Hhydrochaeris" 27 356764.578 7730030.472
"Hhydrochaeris" 27 356764.578 7730030.472
"Hhydrochaeris" 27.7 356372.401 7729700.561
"Hhydrochaeris" 27.8 355985.966 7729421.164
"Hhydrochaeris" 28 355997.838 7729406.419
"Hhydrochaeris" 28.7 355664.257 7729096.582
"Hhydrochaeris" 28.7 355664.257 7729096.582
"Hhydrochaeris" 29 355366.241 7728684.305
"Hhydrochaeris" 29.2 355366.241 7728684.305
"Hhydrochaeris" 29.2 355366.241 7728684.305
"Hhydrochaeris" 29.5 355079.284 7728288.744
"Hhydrochaeris" 30 354709.727 7727807.552
"Hhydrochaeris" 31 354173.835 7727026.818
"Hhydrochaeris" 34 352675.958 7724440.777
"Hhydrochaeris" 34.8 352249.153 7723551.049
"Hhydrochaeris" 37 351409.971 7721864.317
"Hhydrochaeris" 37.8 351293.407 7720872.75
"Hhydrochaeris" 38 351314.198 7720861.055
"Hhydrochaeris" 39.5 350793.926 7719493.591
"Hhydrochaeris" 40 350227.571 7719302.125
"Hhydrochaeris" 40.5 349805.029 7719602.441
"Hhydrochaeris" 40.5 349805.029 7719602.441
"Hhydrochaeris" 43.1 347453.639 7720199.062
"Hhydrochaeris" 45 345472.064 7720137.767
