"specie" "km" "X" "Y"
"Hhydrochaeris" 48.2 343415.342 7718405.572
"Hhydrochaeris" 49 342609.159 7717982.388
"Hhydrochaeris" 50 341622.408 7717980.912
"Hhydrochaeris" 52 340061.989 7716859.844
"Hhydrochaeris" 52.4 339681.832 7716506.45
"Hhydrochaeris" 54 338524.07 7715686.568
"Hhydrochaeris" 54.2 338524.07 7715686.568
"Hhydrochaeris" 54.2 338524.07 7715686.568
"Hhydrochaeris" 55 337643.861 7715254.701
"Hhydrochaeris" 59.5 337259.706 7711262.417
"Hhydrochaeris" 67 338371.719 7705737.41
"Llongicaudis" 18 360456.813 7737692.919
"Llongicaudis" 26.8 356766.446 7730007.922
"Llongicaudis" 28 355997.838 7729406.419
"Llongicaudis" 65.9 337979.922 7706567.476
"Pcancrivorus" 11.4 362056.018 7743849.498
"Pcancrivorus" 12 361757.886 7743467.65
"Pcancrivorus" 12 361752.106 7743490.169
"Pcancrivorus" 12.5 361583.038 7743003.659
"Pcancrivorus" 13.3 361433.804 7741934.775
"Pcancrivorus" 14 361361.168 7741502.483
"Pcancrivorus" 19.3 359484.702 7736462.277
"Pcancrivorus" 19.6 359510.388 7736537.31
"Pcancrivorus" 20 359240.188 7736117.035
"Pcancrivorus" 22.5 358738.867 7733669.305
"Pcancrivorus" 29 355382.542 7728674.942
"Pcancrivorus" 33.3 352909.148 7724895.308
"Pcancrivorus" 34 352691.139 7724431.407
"Pcancrivorus" 34 352675.958 7724440.777
"Pcancrivorus" 35 352249.153 7723551.049
"Pcancrivorus" 35.3 351891.931 7723215.976
"Pcancrivorus" 35.5 351882.259 7723234.895
"Pcancrivorus" 36 351567.838 7722866.931
"Pcancrivorus" 36 351567.838 7722866.931
"Pcancrivorus" 38 351314.198 7720861.055
"Pcancrivorus" 38 351293.407 7720872.75
"Pcancrivorus" 38 351293.407 7720872.75
"Pcancrivorus" 38.4 351195.353 7720386.118
"Pcancrivorus" 39 351011.695 7719907.047
"Pcancrivorus" 39.9 350227.571 7719302.125
"Pcancrivorus" 41.7 348854.391 7719870.73
"Pcancrivorus" 42.2 348373.409 7719948.982
"Pcancrivorus" 44.3 345961.518 7720176.07
"Pcancrivorus" 44.7 345920.318 7720156.692
"Pcancrivorus" 45.8 344598.104 7719896.982
"Pcancrivorus" 46 344598.104 7719896.982
"Pcancrivorus" 46.1 344598.104 7719896.982
"Pcancrivorus" 46.7 344335.445 7719456.296
"Pcancrivorus" 47 344196.843 7718963.296
"Pcancrivorus" 47.3 343899.251 7718615.518
"Pcancrivorus" 51.5 340502.743 7716894.884
"Pcancrivorus" 54.3 338047.546 7715478.904
"Pcancrivorus" 55 337643.861 7715254.701
"Pcancrivorus" 56.2 337431.418 7714326.782
"Pcancrivorus" 56.5 337120.187 7713966.857
"Pcancrivorus" 57 336856.248 7713572.935
"Pcancrivorus" 58.7 337170.841 7712190.412
"Pcancrivorus" 58.9 337077.546 7711722.711
"Pcancrivorus" 60.9 336544.012 7710143.727
"Pcancrivorus" 61 336544.012 7710143.727
"Pcancrivorus" 61.9 335904.546 7709355.949
"Pcancrivorus" 62 335904.546 7709355.949
"Pcancrivorus" 63.7 336136.643 7707956.006
"Pcancrivorus" 64 336440.201 7707537.285
"Smerianae" 13 361520.493 7742499.005
"Smerianae" 27.5 356414.993 7729757.928
"Smerianae" 30 354745.706 7727786.481
"Smerianae" 37.3 351360.497 7721384.051
"Smerianae" 38 351293.407 7720872.75
"Smerianae" 40.3 349776.496 7719604.563
"Smerianae" 43.1 347453.639 7720199.062
"Smerianae" 43.4 346943.183 7720257.411
"Smerianae" 43.8 346464.736 7720300.001
"Smerianae" 45.3 344935.159 7720152.463
"Smerianae" 47.8 343415.342 7718405.572
"Smerianae" 49 342609.159 7717982.388
"Smerianae" 49 342609.159 7717982.388
"Smerianae" 50 341622.408 7717980.912
"Smerianae" 50.8 340796.101 7717325.834
"Smerianae" 54 338524.07 7715686.568
"Smerianae" 54.5 338047.546 7715478.904
"Smerianae" 57.8 337156.151 7712670.732
"Smerianae" 59 337077.546 7711722.711
"Smerianae" 59 337077.546 7711722.711
"Smerianae" 59 337077.546 7711722.711
"Smerianae" 61 336544.012 7710143.727
"Sbrasiliensis" 19.6 359484.702 7736462.277
"Sbrasiliensis" 22.5 358738.867 7733669.305
"Sbrasiliensis" 25.9 357588.508 7730646.056
"Sbrasiliensis" 29.8 354709.727 7727807.552
"Sbrasiliensis" 31.7 353906.054 7726619.52
"Sbrasiliensis" 33 353122.769 7725350.854
"Sbrasiliensis" 33.1 353108.1 7725365.573
"Sbrasiliensis" 33.5 352899.99 7724919.577
"Sbrasiliensis" 35 352242.785 7723575.935
"Sbrasiliensis" 37 351429.065 7721854.982
"Sbrasiliensis" 38 351314.198 7720861.055
"Sbrasiliensis" 39.8 350227.571 7719302.125
"Sbrasiliensis" 42 348391.193 7719961.018
"Sbrasiliensis" 42.5 347889.401 7720176.846
"Sbrasiliensis" 45.9 344606.116 7719876.864
"Sbrasiliensis" 50 341622.408 7717980.912
"Sbrasiliensis" 51 340796.101 7717325.834
"Sbrasiliensis" 52.7 339681.832 7716506.45
"Sbrasiliensis" 55 337643.861 7715254.701
"Sbrasiliensis" 58.2 337156.151 7712670.732
"Sbrasiliensis" 58.6 337170.841 7712190.412
"Sbrasiliensis" 60 337258.199 7710838.955
"Sbrasiliensis" 60.8 336544.012 7710143.727
"Sbrasiliensis" 61 336544.012 7710143.727
"Sbrasiliensis" 63.3 336136.643 7707956.006
"Sbrasiliensis" 64.1 336440.201 7707537.285
"Ttetradactyla" 12.5 361587.072 7742919.964
"Ttetradactyla" 12.8 361503.025 7742513.116
"Ttetradactyla" 13 361520.493 7742499.005
"Ttetradactyla" 13.2 361503.025 7742513.116
"Ttetradactyla" 13.5 361430.897 7742017.291
"Ttetradactyla" 18 360449.364 7737714.236
"Ttetradactyla" 18 360456.813 7737692.919
"Ttetradactyla" 19 359807.148 7736928.107
"Ttetradactyla" 19 359798.014 7736950.003
"Ttetradactyla" 20.5 358986.37 7735611.973
"Ttetradactyla" 22.4 358751.671 7733744.827
"Ttetradactyla" 22.5 358751.671 7733744.827
"Ttetradactyla" 27 356764.578 7730030.472
"Ttetradactyla" 27 356764.578 7730030.472
"Ttetradactyla" 28 355985.966 7729421.164
"Ttetradactyla" 29 355382.542 7728674.942
"Ttetradactyla" 29 355382.542 7728674.942
"Ttetradactyla" 30 354709.727 7727807.552
"Ttetradactyla" 31.5 353835.022 7726554.181
"Ttetradactyla" 32 353599.538 7726230.292
"Ttetradactyla" 32 353599.538 7726230.292
"Ttetradactyla" 33 353122.769 7725350.854
"Ttetradactyla" 34.8 352249.153 7723551.049
"Ttetradactyla" 35 352249.153 7723551.049
"Ttetradactyla" 35 352249.153 7723551.049
"Ttetradactyla" 35.3 351891.931 7723215.976
"Ttetradactyla" 35.8 351540.522 7722857.191
"Ttetradactyla" 37 351409.971 7721864.317
"Ttetradactyla" 37 351429.065 7721854.982
"Ttetradactyla" 37 351429.065 7721854.982
"Ttetradactyla" 37.3 351360.497 7721384.051
"Ttetradactyla" 38 351293.407 7720872.75
"Ttetradactyla" 39 350993.659 7719923.516
"Ttetradactyla" 40 350227.571 7719302.125
"Ttetradactyla" 40 350209.212 7719291.867
"Ttetradactyla" 42.6 347928.979 7720190.266
"Ttetradactyla" 45 345470.506 7720124.687
"Ttetradactyla" 45.7 344968.026 7720165.828
"Ttetradactyla" 46 344598.104 7719896.982
"Ttetradactyla" 48 343415.342 7718405.572
"Ttetradactyla" 48.3 342966.418 7718282.642
"Ttetradactyla" 48.7 342966.418 7718282.642
"Ttetradactyla" 48.8 342609.159 7717982.388
"Ttetradactyla" 49.3 342082.591 7717913.943
"Ttetradactyla" 52 340061.989 7716859.844
"Ttetradactyla" 54.1 338524.07 7715686.568
"Ttetradactyla" 54.4 338047.546 7715478.904
"Ttetradactyla" 55.4 337568.996 7714784.807
"Ttetradactyla" 59.9 337258.199 7710838.955
"Ttetradactyla" 61 336544.012 7710143.727
"Ttetradactyla" 61 336544.012 7710143.727
"Ttetradactyla" 61 336544.012 7710143.727
"Ttetradactyla" 62.3 335849.51 7708867.227
"Ttetradactyla" 63 335865.057 7708360.781
"PotentialUsers" 35.3 351891.931 7723215.976
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 46.8 344185.466 7718984.571
"PotentialUsers" 50 341649.89 7717732.333
"PotentialUsers" 45.9 344598.104 7719896.982
"PotentialUsers" 45.7 344935.159 7720152.463
"PotentialUsers" 9.8 362953.337 7744989.681
"PotentialUsers" 61 336544.012 7710143.727
"PotentialUsers" 22.5 358738.867 7733669.305
"PotentialUsers" 56 337431.418 7714326.782
"PotentialUsers" 43 347453.639 7720199.062
"PotentialUsers" 11.1 362352.155 7744272.296
"PotentialUsers" 11 362349.077 7744237.236
"PotentialUsers" 45.7 344968.026 7720165.828
"PotentialUsers" 55.3 337568.996 7714784.807
"PotentialUsers" 37.1 351409.971 7721864.317
"PotentialUsers" 15 361188.732 7740537.917
"PotentialUsers" 47.5 343876.1 7718579.672
"PotentialUsers" 55.8 337431.418 7714326.782
"PotentialUsers" 51 340796.101 7717325.834
"PotentialUsers" 56.8 336856.248 7713572.935
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 27 356766.446 7730007.922
"PotentialUsers" 60.2 337258.199 7710838.955
"PotentialUsers" 40 350209.212 7719291.867
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 39 350993.659 7719923.516
"PotentialUsers" 60.6 336902.465 7710465.524
"PotentialUsers" 51.5 340502.743 7716894.884
"PotentialUsers" 43.9 346464.736 7720300.001
"PotentialUsers" 20.9 358894.755 7735186.038
"PotentialUsers" 50.2 341649.89 7717732.333
"PotentialUsers" 29 355382.542 7728674.942
"PotentialUsers" 38.8 350993.659 7719923.516
"PotentialUsers" 38.8 351011.695 7719907.047
"PotentialUsers" 20.8 358894.755 7735186.038
"PotentialUsers" 35 352249.153 7723551.049
"PotentialUsers" 45.7 344968.026 7720165.828
"PotentialUsers" 35.8 351540.522 7722857.191
"PotentialUsers" 50.9 340796.101 7717325.834
"PotentialUsers" 11.2 362352.155 7744272.296
"PotentialUsers" 64.9 337378.731 7707264.265
"PotentialUsers" 62 335904.546 7709355.949
"PotentialUsers" 22.3 358751.671 7733744.827
"PotentialUsers" 33.9 352691.139 7724431.407
"PotentialUsers" 27.4 356414.993 7729757.928
"PotentialUsers" 27 356766.446 7730007.922
"PotentialUsers" 49.5 342104.797 7717930.778
"PotentialUsers" 45.7 344935.159 7720152.463
"PotentialUsers" 10.6 362706.638 7744612.421
"PotentialUsers" 31.7 353906.054 7726619.52
"PotentialUsers" 60.9 336544.012 7710143.727
"PotentialUsers" 41.2 349354.018 7719770.064
"PotentialUsers" 55 337643.861 7715254.701
"PotentialUsers" 45.9 344606.116 7719876.864
"PotentialUsers" 40 350209.212 7719291.867
"PotentialUsers" 37.8 351293.407 7720872.75
"PotentialUsers" 26.5 357198.131 7730364.876
"PotentialUsers" 26.5 357198.131 7730364.876
"PotentialUsers" 63.3 336136.643 7707956.006
"PotentialUsers" 49 342603.773 7717960.365
"PotentialUsers" 27.5 356414.993 7729757.928
"PotentialUsers" 28.3 355664.257 7729096.582
"PotentialUsers" 44 346458.161 7720285.095
"PotentialUsers" 59 337077.546 7711722.711
"PotentialUsers" 51.2 340796.101 7717325.834
"PotentialUsers" 18.5 360072.368 7737276.478
"PotentialUsers" 18.8 359798.014 7736950.003
"PotentialUsers" 41.5 348834.94 7719857.492
"PotentialUsers" 49 342603.773 7717960.365
"PotentialUsers" 55.7 337568.996 7714784.807
"PotentialUsers" 53.2 339344.557 7716171.864
"PotentialUsers" 53 339344.557 7716171.864
"PotentialUsers" 24.6 357726.22 7732110.404
"PotentialUsers" 41.1 349341.302 7719753.917
"PotentialUsers" 33 353108.1 7725365.573
"PotentialUsers" 47.3 343899.251 7718615.518
"PotentialUsers" 37 351409.971 7721864.317
"PotentialUsers" 51 340796.101 7717325.834
"PotentialUsers" 45.3 344935.159 7720152.463
"PotentialUsers" 62 335904.546 7709355.949
"PotentialUsers" 50.2 341622.408 7717980.912
"PotentialUsers" 50.5 341265.216 7717676.471
"PotentialUsers" 38.8 350993.659 7719923.516
"PotentialUsers" 48.8 342609.159 7717982.388
"PotentialUsers" 35 352249.153 7723551.049
"PotentialUsers" 13.9 361350.896 7741526.747
"PotentialUsers" 49.2 342609.159 7717982.388
"PotentialUsers" 62 335904.546 7709355.949
"PotentialUsers" 37.6 351360.497 7721384.051
"PotentialUsers" 37.9 351314.198 7720861.055
"PotentialUsers" 28.2 355985.966 7729421.164
"PotentialUsers" 59.5 337259.706 7711262.417
"PotentialUsers" 66.2 337979.922 7706567.476
"PotentialUsers" 18 360449.364 7737714.236
"PotentialUsers" 28.1 355985.966 7729421.164
"PotentialUsers" 42.5 347889.401 7720176.846
"PotentialUsers" 48 343415.342 7718405.572
"PotentialUsers" 42 348391.193 7719961.018
"PotentialUsers" 38.9 350993.659 7719923.516
"PotentialUsers" 45.8 344598.104 7719896.982
"PotentialUsers" 41.5 348854.391 7719870.73
"PotentialUsers" 34.7 352485.248 7723990.173
"PotentialUsers" 33.1 353108.1 7725365.573
"PotentialUsers" 35.5 351882.259 7723234.895
"PotentialUsers" 32.2 353599.538 7726230.292
"PotentialUsers" 47.7 343899.251 7718615.518
"PotentialUsers" 19 359798.014 7736950.003
"PotentialUsers" 39.7 350793.926 7719493.591
"PotentialUsers" 44.2 346464.736 7720300.001
"PotentialUsers" 31.7 353835.022 7726554.181
"PotentialUsers" 53 339344.557 7716171.864
"PotentialUsers" 46.8 344196.843 7718963.296
"PotentialUsers" 14 361361.168 7741502.483
"PotentialUsers" 46.7 344322.464 7719408.667
"PotentialUsers" 54.3 338047.546 7715478.904
"PotentialUsers" 51 340796.101 7717325.834
"PotentialUsers" 67 338371.719 7705737.41
"PotentialUsers" 28.8 355382.542 7728674.942
"PotentialUsers" 39.4 350633.8 7719138.243
"PotentialUsers" 18.5 360072.368 7737276.478
"PotentialUsers" 27.5 356372.401 7729700.561
"PotentialUsers" 49.2 342603.773 7717960.365
"PotentialUsers" 27.5 356372.401 7729700.561
"PotentialUsers" 46 344606.116 7719876.864
"PotentialUsers" 37.5 351360.497 7721384.051
"PotentialUsers" 33 353108.1 7725365.573
"PotentialUsers" 49.9 341649.89 7717732.333
"PotentialUsers" 41 349341.302 7719753.917
"PotentialUsers" 43.6 346897.332 7720257.591
"PotentialUsers" 61.9 335904.546 7709355.949
"PotentialUsers" 65.8 337979.922 7706567.476
"PotentialUsers" 22.5 358751.671 7733744.827
"PotentialUsers" 27 356764.578 7730030.472
"PotentialUsers" 66.7 338313.092 7706199.492
"PotentialUsers" 40.5 349805.029 7719602.441
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 14 361361.168 7741502.483
"PotentialUsers" 51 340796.101 7717325.834
"PotentialUsers" 66 337979.922 7706567.476
"PotentialUsers" 54 338524.07 7715686.568
"PotentialUsers" 55.6 337568.996 7714784.807
"PotentialUsers" 50.8 340796.101 7717325.834
"PotentialUsers" 54 338524.07 7715686.568
"PotentialUsers" 33.1 353122.769 7725350.854
"PotentialUsers" 49 342609.159 7717982.388
"PotentialUsers" 50 341649.89 7717732.333
"PotentialUsers" 20 359234.941 7736142.526
"PotentialUsers" 40.3 349805.029 7719602.441
"PotentialUsers" 12.5 361583.038 7743003.659
"PotentialUsers" 48.3 342966.418 7718282.642
"PotentialUsers" 59 337077.546 7711722.711
"PotentialUsers" 37.8 351293.407 7720872.75
"PotentialUsers" 50 341649.89 7717732.333
"PotentialUsers" 46 344598.104 7719896.982
"PotentialUsers" 40.6 349805.029 7719602.441
"PotentialUsers" 50.5 341265.216 7717676.471
"PotentialUsers" 49 342603.773 7717960.365
"PotentialUsers" 61 336544.012 7710143.727
"PotentialUsers" 43.4 346943.183 7720257.411
"PotentialUsers" 46.6 344335.445 7719456.296
"PotentialUsers" 40 350209.212 7719291.867
"PotentialUsers" 48.8 342609.159 7717982.388
"PotentialUsers" 60.9 336544.012 7710143.727
"PotentialUsers" 26.5 357169.411 7730320.691
"PotentialUsers" 59 337077.546 7711722.711
"PotentialUsers" 45.7 344968.026 7720165.828
"PotentialUsers" 39.9 350227.571 7719302.125
"PotentialUsers" 25.8 357588.508 7730646.056
"PotentialUsers" 47.1 344196.843 7718963.296
"PotentialUsers" 59.5 337259.706 7711262.417
"PotentialUsers" 61.9 335904.546 7709355.949
"PotentialUsers" 35.8 351540.522 7722857.191
"PotentialUsers" 35 352249.153 7723551.049
"PotentialUsers" 12.8 361503.025 7742513.116
"PotentialUsers" 59.8 337258.199 7710838.955
"PotentialUsers" 48.7 342966.418 7718282.642
"PotentialUsers" 46.7 344335.445 7719456.296
"PotentialUsers" 58.9 337077.546 7711722.711
"PotentialUsers" 66.7 338313.092 7706199.492
"PotentialUsers" 49.9 341622.408 7717980.912
"PotentialUsers" 11.1 362352.155 7744272.296
"PotentialUsers" 60.5 336902.465 7710465.524
"PotentialUsers" 64.9 337378.731 7707264.265
"PotentialUsers" 32.5 353323.933 7725825.291
"PotentialUsers" 19 359807.148 7736928.107
"PotentialUsers" 53.8 338524.07 7715686.568
"PotentialUsers" 38 351314.198 7720861.055
"PotentialUsers" 51 340796.101 7717325.834
"PotentialUsers" 18.2 360449.364 7737714.236
"PotentialUsers" 32 353599.538 7726230.292
"PotentialUsers" 33.3 352909.148 7724895.308
"PotentialUsers" 32.3 353332.004 7725797.45
"PotentialUsers" 46.2 344598.104 7719896.982
"PotentialUsers" 39.8 350209.212 7719291.867
"PotentialUsers" 25 357767.558 7731581.647
"PotentialUsers" 19.3 359484.702 7736462.277
"PotentialUsers" 60.1 337258.199 7710838.955
"PotentialUsers" 27.3 356372.401 7729700.561
"PotentialUsers" 19.3 359484.702 7736462.277
"PotentialUsers" 60.6 336902.465 7710465.524
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 45 345472.064 7720137.767
"PotentialUsers" 40 350209.212 7719291.867
"PotentialUsers" 30 354709.727 7727807.552
"PotentialUsers" 64.1 336440.201 7707537.285
"PotentialUsers" 60.8 336544.012 7710143.727
"PotentialUsers" 42.2 348373.409 7719948.982
"PotentialUsers" 59.8 337258.199 7710838.955
"PotentialUsers" 12.7 361583.038 7743003.659
"PotentialUsers" 48.8 342603.773 7717960.365
"PotentialUsers" 43 347435.887 7720183.461
"PotentialUsers" 35.1 352249.153 7723551.049
"PotentialUsers" 37 351409.971 7721864.317
"PotentialUsers" 62.7 335849.51 7708867.227
"PotentialUsers" 43.2 347435.887 7720183.461
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 56.2 337431.418 7714326.782
"PotentialUsers" 37.5 351360.497 7721384.051
"PotentialUsers" 45.5 344968.026 7720165.828
"PotentialUsers" 48.5 342971.592 7718267.249
"PotentialUsers" 42.9 347435.887 7720183.461
"PotentialUsers" 51.4 340502.743 7716894.884
"PotentialUsers" 50.8 340796.101 7717325.834
"PotentialUsers" 28.8 355366.241 7728684.305
"PotentialUsers" 57.3 336872.742 7713080.161
"PotentialUsers" 34.7 352476.1 7724013.254
"PotentialUsers" 37.5 351360.497 7721384.051
"PotentialUsers" 40.3 349805.029 7719602.441
"PotentialUsers" 32 353599.538 7726230.292
"PotentialUsers" 36.3 351463.714 7722368.373
"PotentialUsers" 50.1 341622.408 7717980.912
"PotentialUsers" 26.4 357198.131 7730364.876
"PotentialUsers" 26.4 357198.131 7730364.876
"PotentialUsers" 26.6 357169.411 7730320.691
"PotentialUsers" 43 347435.887 7720183.461
"PotentialUsers" 12.9 361520.493 7742499.005
"PotentialUsers" 45.1 345472.064 7720137.767
"PotentialUsers" 42.5 347889.401 7720176.846
"PotentialUsers" 47.7 343899.251 7718615.518
"PotentialUsers" 36.5 351463.714 7722368.373
"PotentialUsers" 27 356764.578 7730030.472
"PotentialUsers" 46.5 344322.464 7719408.667
"PotentialUsers" 35.5 351882.259 7723234.895
"PotentialUsers" 66.6 338313.092 7706199.492
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 41.8 348373.409 7719948.982
"PotentialUsers" 40.5 349776.496 7719604.563
"PotentialUsers" 59.8 337258.199 7710838.955
"PotentialUsers" 26.4 357198.131 7730364.876
"PotentialUsers" 43.7 346897.332 7720257.591
"PotentialUsers" 42.1 348373.409 7719948.982
"PotentialUsers" 59.1 337077.546 7711722.711
"PotentialUsers" 39 351011.695 7719907.047
"PotentialUsers" 67 338371.719 7705737.41
"PotentialUsers" 11.3 362056.018 7743849.498
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 28 355997.838 7729406.419
"PotentialUsers" 38.7 351182.265 7720412.133
"PotentialUsers" 27 356764.578 7730030.472
"PotentialUsers" 31 354186.816 7727013.271
"PotentialUsers" 59.7 337259.706 7711262.417
"PotentialUsers" 48.7 342966.418 7718282.642
"PotentialUsers" 48.7 342966.418 7718282.642
"PotentialUsers" 28.2 355985.966 7729421.164
"PotentialUsers" 37 351409.971 7721864.317
"PotentialUsers" 55 337643.861 7715254.701
"PotentialUsers" 46 344598.104 7719896.982
"PotentialUsers" 44.5 345961.518 7720176.07
"PotentialUsers" 45 345470.506 7720124.687
"PotentialUsers" 51.9 340061.989 7716859.844
"PotentialUsers" 26.6 357198.131 7730364.876
"PotentialUsers" 38.2 351293.407 7720872.75
"PotentialUsers" 33 353122.769 7725350.854
"PotentialUsers" 38 351314.198 7720861.055
"PotentialUsers" 59 337077.546 7711722.711
"PotentialUsers" 59.7 337259.706 7711262.417
"PotentialUsers" 48 343415.342 7718405.572
"PotentialUsers" 64.3 336888.004 7707396.119
"PotentialUsers" 52.5 339681.832 7716506.45
"PotentialUsers" 27.8 355985.966 7729421.164
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 42.6 347928.979 7720190.266
"PotentialUsers" 47.8 343415.342 7718405.572
"PotentialUsers" 50.2 341649.89 7717732.333
"PotentialUsers" 64.3 336888.004 7707396.119
"PotentialUsers" 39 350993.659 7719923.516
"PotentialUsers" 37.9 351293.407 7720872.75
"PotentialUsers" 52.1 340061.989 7716859.844
"PotentialUsers" 54.4 338047.546 7715478.904
"PotentialUsers" 44.4 345961.518 7720176.07
"PotentialUsers" 29.8 354745.706 7727786.481
"PotentialUsers" 63.3 336136.643 7707956.006
"PotentialUsers" 54.5 338047.546 7715478.904
"PotentialUsers" 47.3 343876.1 7718579.672
"PotentialUsers" 55.5 337568.996 7714784.807
"PotentialUsers" 29.8 354745.706 7727786.481
"PotentialUsers" 37 351409.971 7721864.317
"PotentialUsers" 45.8 344598.104 7719896.982
"PotentialUsers" 59.8 337258.199 7710838.955
"PotentialUsers" 59.7 337259.706 7711262.417
"PotentialUsers" 57.9 337156.151 7712670.732
"PotentialUsers" 47.7 343876.1 7718579.672
"PotentialUsers" 40 350227.571 7719302.125
"PotentialUsers" 46 344598.104 7719896.982
"PotentialUsers" 60.5 336902.465 7710465.524
"PotentialUsers" 45.1 345470.506 7720124.687
"PotentialUsers" 53.8 338524.07 7715686.568
"PotentialUsers" 42.8 347435.887 7720183.461
"PotentialUsers" 20.7 358988.059 7735678.495
"PotentialUsers" 27.5 356414.993 7729757.928
"PotentialUsers" 45.1 345472.064 7720137.767
"PotentialUsers" 52.1 340061.989 7716859.844
"PotentialUsers" 54.4 338047.546 7715478.904
"PotentialUsers" 57.7 336872.742 7713080.161
"PotentialUsers" 45 345470.506 7720124.687
"PotentialUsers" 44 346464.736 7720300.001
"PotentialUsers" 27.3 356414.993 7729757.928
"PotentialUsers" 64 336440.201 7707537.285
"PotentialUsers" 57 336856.248 7713572.935
"PotentialUsers" 45 345472.064 7720137.767
"PotentialUsers" 59.3 337259.706 7711262.417
"PotentialUsers" 55.3 337568.996 7714784.807
"PotentialUsers" 44.3 345920.318 7720156.692
"PotentialUsers" 18.4 360095.425 7737331.298
"PotentialUsers" 48 343436.755 7718387.36
"PotentialUsers" 32 353599.538 7726230.292
"PotentialUsers" 48.9 342609.159 7717982.388
"PotentialUsers" 27.8 355997.838 7729406.419
"PotentialUsers" 44.6 345961.518 7720176.07
"PotentialUsers" 22.4 358751.671 7733744.827
"PotentialUsers" 47.6 343876.1 7718579.672
"PotentialUsers" 61 336544.012 7710143.727
"PotentialUsers" 24 357844.96 7732565.08
"PotentialUsers" 44.6 345961.518 7720176.07
"PotentialUsers" 63 335865.057 7708360.781
"PotentialUsers" 35 352249.153 7723551.049
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 39 351011.695 7719907.047
"PotentialUsers" 38 351293.407 7720872.75
"PotentialUsers" 45.6 344935.159 7720152.463
"PotentialUsers" 55 337643.861 7715254.701
"PotentialUsers" 43 347435.887 7720183.461
"PotentialUsers" 34.8 352249.153 7723551.049
"PotentialUsers" 41.7 348854.391 7719870.73
"PotentialUsers" 37.3 351360.497 7721384.051
"PotentialUsers" 62 335904.546 7709355.949
"PotentialUsers" 54.4 338047.546 7715478.904
"PotentialUsers" 34.5 352476.1 7724013.254
"PotentialUsers" 65.2 337378.731 7707264.265
"PotentialUsers" 24 357845.619 7732553.209
"PotentialUsers" 9 363382.836 7745897.476
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 46 344598.104 7719896.982
"PotentialUsers" 46 344606.116 7719876.864
"PotentialUsers" 57.8 337156.151 7712670.732
"PotentialUsers" 49.3 342082.591 7717913.943
"PotentialUsers" 62 335904.546 7709355.949
"PotentialUsers" 28 355985.966 7729421.164
"PotentialUsers" 55 337643.861 7715254.701
"PotentialUsers" 57.5 336872.742 7713080.161
"PotentialUsers" 52 340061.989 7716859.844
"PotentialUsers" 48.7 342966.418 7718282.642
"PotentialUsers" 57.5 336872.742 7713080.161
"PotentialUsers" 43 347435.887 7720183.461
"PotentialUsers" 65.9 337979.922 7706567.476
"PotentialUsers" 19 359798.014 7736950.003
"PotentialUsers" 38 351314.198 7720861.055
"PotentialUsers" 24.7 357747.584 7732031.009
"PotentialUsers" 42.2 348373.409 7719948.982
"PotentialUsers" 19.6 359484.702 7736462.277
"PotentialUsers" 45.3 344935.159 7720152.463
"PotentialUsers" 51.9 340061.989 7716859.844
"PotentialUsers" 59.3 337259.706 7711262.417
"PotentialUsers" 59 337077.546 7711722.711
"PotentialUsers" 39.8 350209.212 7719291.867
"PotentialUsers" 51.7 340502.743 7716894.884
"PotentialUsers" 44.7 345920.318 7720156.692
"PotentialUsers" 12.5 361583.038 7743003.659
"PotentialUsers" 57 336856.248 7713572.935
"PotentialUsers" 57 336856.248 7713572.935
"PotentialUsers" 43 347453.639 7720199.062
"PotentialUsers" 44 346458.161 7720285.095
"PotentialUsers" 30 354745.706 7727786.481
"PotentialUsers" 9 363390.2 7745886.846
"PotentialUsers" 65 337378.731 7707264.265
"PotentialUsers" 50 341622.408 7717980.912
"PotentialUsers" 65 337378.731 7707264.265
"PotentialUsers" 44.1 346458.161 7720285.095
"PotentialUsers" 28 355997.838 7729406.419
"PotentialUsers" 8.6 363628.19 7746378.035
"PotentialUsers" 43 347453.639 7720199.062
"PotentialUsers" 49.9 341622.408 7717980.912
"PotentialUsers" 26.8 356766.446 7730007.922
"PotentialUsers" 48.8 342609.159 7717982.388
"PotentialUsers" 52.3 339681.832 7716506.45
"PotentialUsers" 43.1 347435.887 7720183.461
"PotentialUsers" 45.4 344935.159 7720152.463
"PotentialUsers" 60 337258.199 7710838.955
"PotentialUsers" 47.3 343876.1 7718579.672
"PotentialUsers" 61 336544.012 7710143.727
