Análise de HotSpots

Raio(m): 500
Número de Simulações: 1000
Intervalo de confiança(%): 95

Distância Linear (km)	Easting(m)		Northing(m)		Zona			HS			UCL			LCL
    45.051		 345690.9		 7720151.7		24K		  12.126574		   5.142370		  -4.835065
    45.728		 345013.7		 7720158.2		24K		  25.691036		   4.662582		  -3.939968
    46.406		 344542.6		 7719758.8		24K		   4.837850		   4.837850		  -3.965355
    47.083		 344239.8		 7719163.3		24K		   2.133794		   5.070207		  -3.739033
    47.761		 343907.2		 7718612.6		24K		   6.731290		   4.799786		  -3.891980
    48.438		 343295.8		 7718415.4		24K		   4.699841		   4.699841		  -3.911431
    49.115		 342746.5		 7718058.4		24K		  -1.775471		   4.132917		  -3.744933
    49.793		 342098.5		 7717918.2		24K		   5.688104		   4.731477		  -3.878166
    50.470		 341496.1		 7717741.8		24K		   7.412932		   4.562900		  -3.987194
    51.148		 340911.7		 7717423.2		24K		  -0.823638		   5.123207		  -3.797061
    51.825		 340502.1		 7716896.3		24K		   2.877879		   4.801596		  -3.855127
    52.503		 339896.4		 7716745.4		24K		   2.756939		   4.683521		  -3.986098
    53.180		 339446.8		 7716240.4		24K		  -3.842777		   5.041115		  -4.829876
    53.858		 338882.2		 7715937.4		24K		  -1.045267		   4.713782		  -3.924792
    54.535		 338334.7		 7715552.2		24K		   4.298939		   4.298939		  -3.652856
    55.213		 337712.7		 7715294.8		24K		   4.513170		   4.513170		  -3.924414
    55.890		 337554.3		 7714707.8		24K		   0.921091		   4.811655		  -3.942114
    56.567		 337319.9		 7714098.0		24K		  -2.984941		   3.859012		  -3.962649
    57.245		 336865.8		 7713625.7		24K		  -3.923756		   4.860773		  -3.923756
    57.922		 336946.4		 7712989.6		24K		   2.875338		   4.819448		  -3.929046
    58.600		 337208.9		 7712390.0		24K		  -1.824011		   5.055341		  -3.789541
    59.277		 337082.5		 7711727.4		24K		   4.930088		   3.952671		  -3.866659
    59.955		 337344.4		 7711132.9		24K		   5.864663		   4.899128		  -4.756228
    60.632		 337016.6		 7710582.1		24K		   4.133680		   5.129267		  -4.826608
    61.310		 336515.8		 7710128.6		24K		  -0.804984		   5.172621		  -3.793787
    61.987		 336061.2		 7709637.8		24K		  -0.899171		   5.035952		  -3.866732
    62.665		 335861.1		 7709006.7		24K		  -1.850823		   5.088523		  -3.833493
    63.342		 335885.6		 7708338.8		24K		  -0.792455		   5.173330		  -3.775348
    64.019		 336266.2		 7707781.9		24K		  -4.802457		   5.077109		  -3.814500
    64.697		 336789.1		 7707406.4		24K		  -5.742958		   3.987571		  -3.796852
    65.374		 337432.8		 7707237.0		24K		  -4.035374		   4.620099		  -4.035374
    66.052		 337788.7		 7706702.0		24K		  -2.882486		   5.003933		  -3.868289
    66.729		 338287.9		 7706260.5		24K		  -1.787119		   5.158930		  -3.771705
    67.407		 338419.9		 7705685.4		24K		  -0.170659		   5.264329		  -4.518649
