344598.104	7719896.982	24K	1
362352.155	7744272.296	24K	1
362349.077	7744237.236	24K	1
337568.996	7714784.807	24K	1
351409.971	7721864.317	24K	1
340796.101	7717325.834	24K	1
336856.248	7713572.935	24K	1
337258.199	7710838.955	24K	1
350209.212	7719291.867	24K	1
335865.057	7708360.781	24K	1
350993.659	7719923.516	24K	1
340502.743	7716894.884	24K	1
341649.89	7717732.333	24K	1
350993.659	7719923.516	24K	1
351011.695	7719907.047	24K	1
358894.755	7735186.038	24K	1
352249.153	7723551.049	24K	1
356414.993	7729757.928	24K	1
356766.446	7730007.922	24K	1
362706.638	7744612.421	24K	1
336544.012	7710143.727	24K	1
346458.161	7720285.095	24K	1
339344.557	7716171.864	24K	1
339344.557	7716171.864	24K	1
352249.153	7723551.049	24K	1
343415.342	7718405.572	24K	1
353599.538	7726230.292	24K	1
343899.251	7718615.518	24K	1
350793.926	7719493.591	24K	1
346464.736	7720300.001	24K	1
339344.557	7716171.864	24K	1
350633.8	7719138.243	24K	1
356372.401	7729700.561	24K	1
342603.773	7717960.365	24K	1
356372.401	7729700.561	24K	1
344606.116	7719876.864	24K	1
349341.302	7719753.917	24K	1
358751.671	7733744.827	24K	1
349805.029	7719602.441	24K	1
338524.07	7715686.568	24K	1
353122.769	7725350.854	24K	1
342609.159	7717982.388	24K	1
350227.571	7719302.125	24K	1
337378.731	7707264.265	24K	1
353323.933	7725825.291	24K	1
338524.07	7715686.568	24K	1
353599.538	7726230.292	24K	1
352909.148	7724895.308	24K	1
353332.004	7725797.45	24K	1
344598.104	7719896.982	24K	1
350209.212	7719291.867	24K	1
357767.558	7731581.647	24K	1
359484.702	7736462.277	24K	1
337258.199	7710838.955	24K	1
356372.401	7729700.561	24K	1
355985.966	7729421.164	24K	1
355985.966	7729421.164	24K	1
350209.212	7719291.867	24K	1
347435.887	7720183.461	24K	1
351409.971	7721864.317	24K	1
336872.742	7713080.161	24K	1
344322.464	7719408.667	24K	1
335865.057	7708360.781	24K	1
337258.199	7710838.955	24K	1
348373.409	7719948.982	24K	1
351011.695	7719907.047	24K	1
362056.018	7743849.498	24K	1
355985.966	7729421.164	24K	1
342966.418	7718282.642	24K	1
355985.966	7729421.164	24K	1
344598.104	7719896.982	24K	1
345961.518	7720176.07	24K	1
345470.506	7720124.687	24K	1
351293.407	7720872.75	24K	1
337259.706	7711262.417	24K	1
339681.832	7716506.45	24K	1
355985.966	7729421.164	24K	1
341649.89	7717732.333	24K	1
350993.659	7719923.516	24K	1
351293.407	7720872.75	24K	1
338524.07	7715686.568	24K	1
356414.993	7729757.928	24K	1
336872.742	7713080.161	24K	1
345472.064	7720137.767	24K	1
360095.425	7737331.298	24K	1
343436.755	7718387.36	24K	1
342609.159	7717982.388	24K	1
345961.518	7720176.07	24K	1
343876.1	7718579.672	24K	1
357844.96	7732565.08	24K	1
345961.518	7720176.07	24K	1
335865.057	7708360.781	24K	1
351011.695	7719907.047	24K	1
335904.546	7709355.949	24K	1
350209.212	7719291.867	24K	1
340502.743	7716894.884	24K	1
336856.248	7713572.935	24K	1
336856.248	7713572.935	24K	1
354745.706	7727786.481	24K	1
346458.161	7720285.095	24K	1
363628.19	7746378.035	24K	1
341622.408	7717980.912	24K	1
339681.832	7716506.45	24K	1
347435.887	7720183.461	24K	1
341265.216	7717676.471	24K	1
343436.755	7718387.36	24K	1
352476.1	7724013.254	24K	1
362352.155	7744272.296	24K	1
344185.466	7718984.571	24K	1
336872.742	7713080.161	24K	1
337170.841	7712190.412	24K	1
348391.193	7719961.018	24K	1
336902.465	7710465.524	24K	1
360449.364	7737714.236	24K	1
335865.057	7708360.781	24K	1
362349.077	7744237.236	24K	1
361757.886	7743467.65	24K	1
343415.342	7718405.572	24K	1
335904.546	7709355.949	24K	1
337431.418	7714326.782	24K	1
354745.706	7727786.481	24K	1
339344.557	7716171.864	24K	1
351463.714	7722368.373	24K	1
358548.886	7733232.456	24K	1
344968.026	7720165.828	24K	1
337378.731	7707264.265	24K	1
338371.719	7705737.41	24K	1
351409.971	7721864.317	24K	1
351293.407	7720872.75	24K	1
361752.106	7743490.169	24K	1
350993.659	7719923.516	24K	1
338047.546	7715478.904	24K	1
343876.1	7718579.672	24K	1
341649.89	7717732.333	24K	1
351293.407	7720872.75	24K	1
351293.407	7720872.75	24K	1
355366.241	7728684.305	24K	1
358548.886	7733232.456	24K	1
344196.843	7718963.296	24K	1
351314.198	7720861.055	24K	1
359240.188	7736117.035	24K	1
360449.364	7737714.236	24K	1
350993.659	7719923.516	24K	1
344185.466	7718984.571	24K	1
351567.838	7722866.931	24K	1
357844.96	7732565.08	24K	1
343415.342	7718405.572	24K	1
340061.989	7716859.844	24K	1
343436.755	7718387.36	24K	1
359484.702	7736462.277	24K	1
350227.571	7719302.125	24K	1
350227.571	7719302.125	24K	1
351293.407	7720872.75	24K	1
352691.139	7724431.407	24K	1
343436.755	7718387.36	24K	1
350209.212	7719291.867	24K	1
355997.838	7729406.419	24K	1
351293.407	7720872.75	24K	1
351409.971	7721864.317	24K	1
358918.523	7734205.828	24K	1
359510.388	7736537.31	24K	1
345920.318	7720156.692	24K	1
339344.557	7716171.864	24K	1
352485.248	7723990.173	24K	1
362056.018	7743849.498	24K	1
358751.671	7733744.827	24K	1
357747.584	7732031.009	24K	1
362349.077	7744237.236	24K	1
337378.731	7707264.265	24K	1
351293.407	7720872.75	24K	1
360449.364	7737714.236	24K	1
337077.546	7711722.711	24K	1
335904.546	7709355.949	24K	1
345961.518	7720176.07	24K	1
356764.578	7730030.472	24K	1
360449.364	7737714.236	24K	1
360449.364	7737714.236	24K	1
358548.886	7733232.456	24K	1
362943.767	7744996.136	24K	1
348391.193	7719961.018	24K	1
358894.755	7735186.038	24K	1
351567.838	7722866.931	24K	1
352909.148	7724895.308	24K	1
355382.542	7728674.942	24K	1
340061.989	7716859.844	24K	1
344598.104	7719896.982	24K	1
358986.37	7735611.973	24K	1
